Mass Teff Radius H_mass
0.300  4726 0.018295 4
0.300  4671 0.018245 4
0.300  4628 0.018196 4
0.300  4584 0.018158 4
0.300  4540 0.018124 4
0.300  4498 0.018093 4
0.300  4462 0.018063 4
0.300  4431 0.018035 4
0.300  4391 0.018012 4
0.300  4345 0.017991 4
0.300  4311 0.017967 4
0.300  4277 0.017947 4
0.300  4248 0.017935 4
0.300  4227 0.017914 4
0.300  4184 0.017898 4
0.300  4141 0.017881 4
0.300  4096 0.017866 4
0.300  4063 0.017848 4
0.300  4016 0.017835 4
0.300  3960 0.017823 4
0.300  3886 0.017813 4
0.300  3818 0.017802 4
0.300  3758 0.017791 4
0.300  3715 0.017779 4
0.300  3669 0.017770 4
0.300  3653 0.017759 4
0.300  3618 0.017749 4
0.300  3585 0.017738 4
0.300  3550 0.017728 4
0.300  3520 0.017717 4
0.300  3480 0.017709 4
0.300  3427 0.017701 4
0.300  3378 0.017693 4
0.300  3333 0.017685 4
0.300  3290 0.017677 4
0.300  3254 0.017669 4
0.300  3217 0.017662 4
0.300  3179 0.017655 4
0.300  3144 0.017648 4
0.300  3105 0.017642 4
0.300  3073 0.017635 4
0.300  3036 0.017629 4
0.300  3006 0.017623 4
0.300  2978 0.017617 4
0.300  2951 0.017611 4
0.300  2922 0.017606 4
0.300  2890 0.017601 4
0.300  2862 0.017596 4
0.300  2830 0.017591 4
0.300  2797 0.017587 4
0.300  2759 0.017583 4
0.300  2727 0.017578 4
0.300  2689 0.017574 4
0.300  2657 0.017570 4
0.300  2619 0.017567 4
0.300  2583 0.017563 4
0.300  2550 0.017559 4
0.300  2512 0.017556 4
0.300  2476 0.017553 4
0.350 24834 0.026824 4
0.350 24348 0.026368 4
0.350 23867 0.025942 4
0.350 23393 0.025542 4
0.350 22924 0.025166 4
0.350 22464 0.024812 4
0.350 22013 0.024478 4
0.350 21569 0.024164 4
0.350 21131 0.023865 4
0.350 20697 0.023583 4
0.350 20268 0.023314 4
0.350 19845 0.023061 4
0.350 19434 0.022821 4
0.350 19033 0.022595 4
0.350 18642 0.022379 4
0.350 18258 0.022176 4
0.350 17882 0.021983 4
0.350 17514 0.021797 4
0.350 17151 0.021621 4
0.350 16793 0.021452 4
0.350 16441 0.021291 4
0.350 16094 0.021137 4
0.350 15757 0.020989 4
0.350 15427 0.020846 4
0.350 15106 0.020709 4
0.350 14794 0.020577 4
0.350 14490 0.020451 4
0.350 14191 0.020330 4
0.350 13896 0.020212 4
0.350 13605 0.020098 4
0.350 13316 0.019988 4
0.350 13033 0.019882 4
0.350 12754 0.019780 4
0.350 12480 0.019682 4
0.350 12213 0.019587 4
0.350 11949 0.019496 4
0.350 11687 0.019410 4
0.350 11430 0.019328 4
0.350 11176 0.019249 4
0.350 10928 0.019172 4
0.350 10690 0.019095 4
0.350 10456 0.019020 4
0.350 10228 0.018946 4
0.350 10007 0.018865 4
0.350  9803 0.018790 4
0.350  9613 0.018722 4
0.350  9437 0.018657 4
0.350  9270 0.018598 4
0.350  9073 0.018528 4
0.350  8879 0.018462 4
0.350  8690 0.018398 4
0.350  8505 0.018337 4
0.350  8324 0.018278 4
0.350  8148 0.018220 4
0.350  7975 0.018165 4
0.350  7806 0.018112 4
0.350  7641 0.018058 4
0.350  7479 0.018008 4
0.350  7320 0.017959 4
0.350  7163 0.017912 4
0.350  7009 0.017867 4
0.350  6859 0.017821 4
0.350  6711 0.017776 4
0.350  6565 0.017731 4
0.350  6421 0.017687 4
0.350  6279 0.017639 4
0.350  6141 0.017593 4
0.350  6005 0.017539 4
0.350  5873 0.017480 4
0.350  5744 0.017415 4
0.350  5619 0.017343 4
0.350  5503 0.017268 4
0.350  5403 0.017195 4
0.350  5321 0.017134 4
0.350  5262 0.017077 4
0.350  5211 0.017031 4
0.350  5169 0.016991 4
0.350  5131 0.016956 4
0.350  5094 0.016924 4
0.350  5051 0.016898 4
0.350  5016 0.016872 4
0.350  4983 0.016848 4
0.350  4954 0.016826 4
0.350  4928 0.016805 4
0.350  4898 0.016786 4
0.350  4869 0.016768 4
0.350  4833 0.016752 4
0.350  4797 0.016736 4
0.350  4748 0.016722 4
0.350  4705 0.016707 4
0.350  4668 0.016693 4
0.350  4584 0.016681 4
0.350  4539 0.016670 4
0.350  4482 0.016658 4
0.350  4427 0.016646 4
0.350  4390 0.016640 4
0.350  4331 0.016630 4
0.350  4270 0.016619 4
0.350  4196 0.016611 4
0.350  4111 0.016604 4
0.350  4035 0.016596 4
0.350  3961 0.016589 4
0.350  3883 0.016583 4
0.350  3809 0.016576 4
0.350  3747 0.016569 4
0.350  3694 0.016562 4
0.350  3640 0.016555 4
0.350  3593 0.016548 4
0.350  3546 0.016542 4
0.350  3503 0.016536 4
0.350  3462 0.016530 4
0.350  3426 0.016524 4
0.350  3391 0.016518 4
0.350  3358 0.016513 4
0.350  3318 0.016508 4
0.350  3276 0.016504 4
0.350  3230 0.016499 4
0.350  3182 0.016495 4
0.350  3132 0.016491 4
0.350  3077 0.016488 4
0.350  3027 0.016484 4
0.350  2974 0.016480 4
0.350  2919 0.016477 4
0.350  2869 0.016474 4
0.350  2813 0.016471 4
0.350  2758 0.016468 4
0.350  2705 0.016466 4
0.350  2653 0.016463 4
0.350  2601 0.016461 4
0.350  2548 0.016459 4
0.350 24653 0.027183 4
0.350 24232 0.026762 4
0.350 23816 0.026366 4
0.350 23403 0.025991 4
0.350 22996 0.025635 4
0.350 22592 0.025300 4
0.350 22196 0.024979 4
0.350 21804 0.024677 4
0.350 21419 0.024389 4
0.350 21039 0.024114 4
0.350 20660 0.023853 4
0.350 20285 0.023603 4
0.350 19914 0.023365 4
0.350 19551 0.023139 4
0.350 19197 0.022924 4
0.350 18849 0.022719 4
0.350 18509 0.022524 4
0.350 18175 0.022338 4
0.350 17847 0.022159 4
0.350 17525 0.021988 4
0.350 17207 0.021823 4
0.350 16892 0.021667 4
0.350 16582 0.021515 4
0.350 16276 0.021369 4
0.350 15976 0.021229 4
0.350 15682 0.021093 4
0.350 15393 0.020963 4
0.350 15111 0.020837 4
0.350 14836 0.020715 4
0.350 14569 0.020598 4
0.350 14306 0.020485 4
0.350 14047 0.020375 4
0.350 13789 0.020268 4
0.350 13534 0.020165 4
0.350 13283 0.020064 4
0.350 13034 0.019967 4
0.350 12789 0.019873 4
0.350 12549 0.019781 4
0.350 12312 0.019693 4
0.350 12079 0.019608 4
0.350 11849 0.019526 4
0.350 11620 0.019448 4
0.350 11396 0.019372 4
0.350 11173 0.019300 4
0.350 10954 0.019230 4
0.350 10744 0.019158 4
0.350 10539 0.019088 4
0.350 10336 0.019021 4
0.350 10140 0.018946 4
0.350  9956 0.018879 4
0.350  9784 0.018818 4
0.350  9625 0.018747 4
0.350  9473 0.018692 4
0.350  9328 0.018645 4
0.350  9156 0.018571 4
0.350  8984 0.018510 4
0.350  8823 0.018457 4
0.350  8660 0.018392 4
0.350  8498 0.018339 4
0.350  8341 0.018287 4
0.350  8187 0.018230 4
0.350  8035 0.018182 4
0.350  7887 0.018133 4
0.350  7741 0.018083 4
0.350  7599 0.018037 4
0.350  7458 0.017993 4
0.350  7321 0.017947 4
0.350  7185 0.017906 4
0.350  7053 0.017863 4
0.350  6922 0.017822 4
0.350  6794 0.017781 4
0.350  6666 0.017746 4
0.350  6542 0.017705 4
0.350  6418 0.017672 4
0.350  6297 0.017632 4
0.350  6179 0.017589 4
0.350  6061 0.017558 4
0.350  5947 0.017517 4
0.350  5834 0.017477 4
0.350  5725 0.017431 4
0.350  5613 0.017407 4
0.350  5509 0.017352 4
0.350  5402 0.017330 4
0.350  5300 0.017287 4
0.350  5205 0.017230 4
0.350  5114 0.017190 4
0.350  5066 0.017170 4
0.350  4994 0.017152 4
0.350  4914 0.017102 4
0.350  4847 0.017052 4
0.350  4781 0.017013 4
0.350  4751 0.016995 4
0.350  4700 0.016975 4
0.350  4651 0.016942 4
0.350  4607 0.016913 4
0.350  4553 0.016891 4
0.350  4511 0.016866 4
0.350  4470 0.016845 4
0.350  4431 0.016824 4
0.350  4390 0.016805 4
0.350  4368 0.016783 4
0.350  4331 0.016767 4
0.350  4299 0.016750 4
0.350  4236 0.016740 4
0.350  4200 0.016723 4
0.350  4169 0.016708 4
0.350  4133 0.016695 4
0.350  4079 0.016694 4
0.350  4064 0.016689 4
0.350  4037 0.016684 4
0.350  4013 0.016674 4
0.350  3936 0.016668 4
0.350  3901 0.016656 4
0.350  3818 0.016651 4
0.350  3781 0.016640 4
0.350  3759 0.016628 4
0.350  3702 0.016622 4
0.350  3669 0.016612 4
0.350  3645 0.016603 4
0.350  3587 0.016597 4
0.350  3535 0.016590 4
0.350  3483 0.016584 4
0.350  3432 0.016577 4
0.350  3391 0.016568 4
0.350  3365 0.016566 4
0.350  3324 0.016559 4
0.350  3281 0.016553 4
0.350  3243 0.016547 4
0.350  3204 0.016541 4
0.350  3166 0.016536 4
0.350  3149 0.016533 4
0.350  3129 0.016529 4
0.350  3103 0.016524 4
0.350  3075 0.016519 4
0.350  3043 0.016515 4
0.350  3016 0.016511 4
0.350  2991 0.016506 4
0.350  2968 0.016502 4
0.350  2944 0.016498 4
0.350  2917 0.016494 4
0.350  2891 0.016490 4
0.350  2861 0.016487 4
0.350  2823 0.016483 4
0.350  2791 0.016480 4
0.350  2756 0.016477 4
0.350  2724 0.016473 4
0.350  2683 0.016471 4
0.350  2646 0.016468 4
0.350  2610 0.016465 4
0.350  2576 0.016462 4
0.350  2546 0.016459 4
0.400 27139 0.023318 4
0.400 26543 0.022987 4
0.400 25957 0.022677 4
0.400 25382 0.022385 4
0.400 24820 0.022111 4
0.400 24272 0.021852 4
0.400 23740 0.021608 4
0.400 23219 0.021378 4
0.400 22704 0.021159 4
0.400 22202 0.020952 4
0.400 21710 0.020756 4
0.400 21233 0.020571 4
0.400 20773 0.020396 4
0.400 20325 0.020229 4
0.400 19890 0.020072 4
0.400 19468 0.019922 4
0.400 19056 0.019780 4
0.400 18655 0.019645 4
0.400 18259 0.019515 4
0.400 17876 0.019391 4
0.400 17497 0.019273 4
0.400 17127 0.019159 4
0.400 16767 0.019049 4
0.400 16416 0.018943 4
0.400 16074 0.018841 4
0.400 15742 0.018743 4
0.400 15418 0.018648 4
0.400 15096 0.018556 4
0.400 14778 0.018467 4
0.400 14464 0.018381 4
0.400 14153 0.018298 4
0.400 13848 0.018217 4
0.400 13549 0.018139 4
0.400 13255 0.018063 4
0.400 12967 0.017990 4
0.400 12681 0.017921 4
0.400 12399 0.017855 4
0.400 12124 0.017791 4
0.400 11852 0.017731 4
0.400 11591 0.017669 4
0.400 11336 0.017609 4
0.400 11087 0.017551 4
0.400 10844 0.017495 4
0.400 10607 0.017440 4
0.400 10376 0.017384 4
0.400 10151 0.017326 4
0.400  9943 0.017272 4
0.400  9750 0.017222 4
0.400  9570 0.017175 4
0.400  9401 0.017133 4
0.400  9200 0.017082 4
0.400  9003 0.017032 4
0.400  8810 0.016986 4
0.400  8621 0.016941 4
0.400  8435 0.016898 4
0.400  8253 0.016856 4
0.400  8074 0.016816 4
0.400  7898 0.016776 4
0.400  7724 0.016738 4
0.400  7554 0.016699 4
0.400  7386 0.016663 4
0.400  7220 0.016627 4
0.400  7057 0.016592 4
0.400  6896 0.016558 4
0.400  6737 0.016523 4
0.400  6581 0.016489 4
0.400  6428 0.016453 4
0.400  6278 0.016416 4
0.400  6131 0.016377 4
0.400  5988 0.016336 4
0.400  5849 0.016286 4
0.400  5715 0.016234 4
0.400  5589 0.016179 4
0.400  5478 0.016122 4
0.400  5391 0.016069 4
0.400  5321 0.016025 4
0.400  5264 0.015988 4
0.400  5221 0.015954 4
0.400  5181 0.015925 4
0.400  5139 0.015900 4
0.400  5095 0.015878 4
0.400  5057 0.015856 4
0.400  5017 0.015837 4
0.400  4985 0.015818 4
0.400  4956 0.015800 4
0.400  4926 0.015783 4
0.400  4891 0.015768 4
0.400  4849 0.015754 4
0.400  4799 0.015741 4
0.400  4754 0.015729 4
0.400  4722 0.015715 4
0.400  4682 0.015704 4
0.400  4639 0.015694 4
0.400  4596 0.015684 4
0.400  4541 0.015675 4
0.400  4503 0.015672 4
0.400  4459 0.015669 4
0.400  4399 0.015664 4
0.400  4321 0.015657 4
0.400  4244 0.015651 4
0.400  4164 0.015645 4
0.400  4089 0.015639 4
0.400  4017 0.015633 4
0.400  3954 0.015626 4
0.400  3907 0.015415 4
0.400  3825 0.015615 4
0.400  3763 0.015610 4
0.400  3704 0.015605 4
0.400  3650 0.015599 4
0.400  3602 0.015594 4
0.400  3564 0.015589 4
0.400  3531 0.015584 4
0.400  3502 0.015579 4
0.400  3469 0.015574 4
0.400  3435 0.015570 4
0.400  3403 0.015566 4
0.400  3368 0.015563 4
0.400  3329 0.015559 4
0.400  3283 0.015556 4
0.400  3236 0.015552 4
0.400  3189 0.015548 4
0.400  3138 0.015545 4
0.400  3085 0.015542 4
0.400  3035 0.015539 4
0.400  2978 0.015537 4
0.400  2927 0.015535 4
0.400  2873 0.015532 4
0.400  2813 0.015530 4
0.400  2761 0.015528 4
0.400  2708 0.015526 4
0.400  2656 0.015524 4
0.400 27311 0.023751 4
0.400 26859 0.023479 4
0.400 26411 0.023219 4
0.400 25967 0.022971 4
0.400 25530 0.022735 4
0.400 25101 0.022508 4
0.400 24677 0.022293 4
0.400 24263 0.022086 4
0.400 23857 0.021890 4
0.400 23459 0.021701 4
0.400 23065 0.021520 4
0.400 22676 0.021347 4
0.400 22293 0.021180 4
0.400 21916 0.021020 4
0.400 21546 0.020868 4
0.400 21186 0.020722 4
0.400 20835 0.020581 4
0.400 20492 0.020446 4
0.400 20156 0.020317 4
0.400 19828 0.020193 4
0.400 19507 0.020074 4
0.400 19193 0.019959 4
0.400 18886 0.019848 4
0.400 18582 0.019743 4
0.400 18284 0.019640 4
0.400 17990 0.019541 4
0.400 17701 0.019445 4
0.400 17416 0.019352 4
0.400 17136 0.019262 4
0.400 16862 0.019174 4
0.400 16592 0.019089 4
0.400 16329 0.019006 4
0.400 16071 0.018925 4
0.400 15818 0.018847 4
0.400 15570 0.018772 4
0.400 15325 0.018697 4
0.400 15082 0.018625 4
0.400 14841 0.018554 4
0.400 14602 0.018485 4
0.400 14364 0.018418 4
0.400 14131 0.018352 4
0.400 13899 0.018288 4
0.400 13670 0.018226 4
0.400 13445 0.018165 4
0.400 13224 0.018105 4
0.400 13006 0.018047 4
0.400 12788 0.017992 4
0.400 12573 0.017938 4
0.400 12362 0.017886 4
0.400 12152 0.017836 4
0.400 11945 0.017787 4
0.400 11743 0.017739 4
0.400 11547 0.017691 4
0.400 11355 0.017643 4
0.400 11165 0.017597 4
0.400 10979 0.017551 4
0.400 10796 0.017507 4
0.400 10616 0.017464 4
0.400 10440 0.017422 4
0.400 10270 0.017375 4
0.400 10102 0.017328 4
0.400  9943 0.017286 4
0.400  9793 0.017244 4
0.400  9651 0.017207 4
0.400  9517 0.017170 4
0.400  9363 0.017130 4
0.400  9211 0.017089 4
0.400  9063 0.017048 4
0.400  8916 0.017012 4
0.400  8771 0.016977 4
0.400  8629 0.016941 4
0.400  8489 0.016908 4
0.400  8351 0.016873 4
0.400  8216 0.016841 4
0.400  8082 0.016809 4
0.400  7950 0.016778 4
0.400  7820 0.016747 4
0.400  7691 0.016717 4
0.400  7565 0.016686 4
0.400  7439 0.016659 4
0.400  7315 0.016631 4
0.400  7194 0.016604 4
0.400  7073 0.016577 4
0.400  6953 0.016551 4
0.400  6835 0.016525 4
0.400  6719 0.016499 4
0.400  6605 0.016473 4
0.400  6492 0.016447 4
0.400  6381 0.016422 4
0.400  6272 0.016397 4
0.400  6164 0.016372 4
0.400  6059 0.016347 4
0.400  5955 0.016321 4
0.400  5854 0.016295 4
0.400  5754 0.016269 4
0.400  5658 0.016240 4
0.400  5562 0.016218 4
0.400  5468 0.016193 4
0.400  5378 0.016164 4
0.400  5290 0.016135 4
0.400  5204 0.016111 4
0.400  5123 0.016081 4
0.400  5045 0.016052 4
0.400  4973 0.016023 4
0.400  4903 0.015999 4
0.400  4845 0.015970 4
0.400  4787 0.015948 4
0.400  4733 0.015926 4
0.400  4688 0.015904 4
0.400  4648 0.015884 4
0.400  4620 0.015863 4
0.400  4578 0.015848 4
0.400  4536 0.015833 4
0.400  4493 0.015819 4
0.400  4455 0.015805 4
0.400  4423 0.015791 4
0.400  4388 0.015778 4
0.400  4347 0.015767 4
0.400  4317 0.015755 4
0.400  4293 0.015743 4
0.400  4250 0.015734 4
0.400  4224 0.015724 4
0.400  4178 0.015716 4
0.400  4135 0.015707 4
0.400  4090 0.015700 4
0.400  4048 0.015692 4
0.400  3998 0.015686 4
0.400  3945 0.015679 4
0.400  3889 0.015674 4
0.400  3854 0.015666 4
0.400  3817 0.015660 4
0.400  3785 0.015653 4
0.400  3734 0.015647 4
0.400  3717 0.015644 4
0.400  3679 0.015639 4
0.400  3638 0.015633 4
0.400  3599 0.015628 4
0.400  3560 0.015623 4
0.400  3514 0.015619 4
0.400  3492 0.015616 4
0.400  3462 0.015613 4
0.400  3422 0.015608 4
0.400  3387 0.015604 4
0.400  3350 0.015599 4
0.400  3319 0.015595 4
0.400  3289 0.015591 4
0.400  3255 0.015587 4
0.400  3224 0.015583 4
0.400  3200 0.015579 4
0.400  3172 0.015576 4
0.400  3149 0.015572 4
0.400  3121 0.015569 4
0.400  3104 0.015565 4
0.400  3080 0.015562 4
0.400  3059 0.015559 4
0.400  3040 0.015556 4
0.400  3026 0.015553 4
0.400  3008 0.015550 4
0.400  2989 0.015548 4
0.400  2962 0.015545 4
0.400  2932 0.015542 4
0.400  2904 0.015540 4
0.400  2873 0.015537 4
0.400  2841 0.015535 4
0.400  2810 0.015533 4
0.400  2780 0.015530 4
0.400  2751 0.015528 4
0.400  2721 0.015526 4
0.400  2710 0.015525 4
0.400  2699 0.015524 4
0.400  2678 0.015523 4
0.400  2652 0.015522 4
0.400  2624 0.015520 4
0.450 31113 0.021773 4
0.450 30567 0.021541 4
0.450 30027 0.021320 4
0.450 29491 0.021109 4
0.450 28963 0.020906 4
0.450 28445 0.020714 4
0.450 27933 0.020529 4
0.450 27432 0.020353 4
0.450 26940 0.020184 4
0.450 26462 0.020022 4
0.450 25994 0.019868 4
0.450 25537 0.019720 4
0.450 25089 0.019578 4
0.450 24647 0.019441 4
0.450 24213 0.019310 4
0.450 23788 0.019183 4
0.450 23373 0.019062 4
0.450 22968 0.018946 4
0.450 22575 0.018834 4
0.450 22193 0.018727 4
0.450 21820 0.018624 4
0.450 21457 0.018525 4
0.450 21103 0.018429 4
0.450 20759 0.018338 4
0.450 20422 0.018250 4
0.450 20093 0.018166 4
0.450 19772 0.018084 4
0.450 19454 0.018005 4
0.450 19142 0.017929 4
0.450 18836 0.017855 4
0.450 18535 0.017782 4
0.450 18239 0.017713 4
0.450 17947 0.017644 4
0.450 17662 0.017578 4
0.450 17382 0.017513 4
0.450 17108 0.017450 4
0.450 16838 0.017389 4
0.450 16574 0.017328 4
0.450 16310 0.017270 4
0.450 16049 0.017212 4
0.450 15790 0.017156 4
0.450 15533 0.017101 4
0.450 15279 0.017047 4
0.450 15027 0.016995 4
0.450 14778 0.016943 4
0.450 14533 0.016893 4
0.450 14291 0.016845 4
0.450 14054 0.016797 4
0.450 13820 0.016751 4
0.450 13588 0.016706 4
0.450 13358 0.016663 4
0.450 13131 0.016622 4
0.450 12908 0.016581 4
0.450 12687 0.016542 4
0.450 12473 0.016502 4
0.450 12264 0.016463 4
0.450 12058 0.016425 4
0.450 11856 0.016388 4
0.450 11657 0.016352 4
0.450 11463 0.016316 4
0.450 11272 0.016281 4
0.450 11084 0.016247 4
0.450 10899 0.016214 4
0.450 10717 0.016182 4
0.450 10540 0.016148 4
0.450 10367 0.016113 4
0.450 10203 0.016080 4
0.450 10048 0.016048 4
0.450  9901 0.016019 4
0.450  9761 0.015990 4
0.450  9601 0.015959 4
0.450  9443 0.015927 4
0.450  9287 0.015897 4
0.450  9134 0.015868 4
0.450  8982 0.015840 4
0.450  8833 0.015811 4
0.450  8685 0.015785 4
0.450  8540 0.015758 4
0.450  8397 0.015733 4
0.450  8255 0.015708 4
0.450  8115 0.015683 4
0.450  7976 0.015659 4
0.450  7840 0.015635 4
0.450  7705 0.015612 4
0.450  7572 0.015590 4
0.450  7441 0.015566 4
0.450  7311 0.015544 4
0.450  7182 0.015523 4
0.450  7057 0.015502 4
0.450  6932 0.015481 4
0.450  6810 0.015460 4
0.450  6690 0.015440 4
0.450  6573 0.015420 4
0.450  6458 0.015399 4
0.450  6345 0.015378 4
0.450  6235 0.015357 4
0.450  6127 0.015337 4
0.450  6022 0.015316 4
0.450  5919 0.015295 4
0.450  5819 0.015274 4
0.450  5721 0.015254 4
0.450  5625 0.015236 4
0.450  5533 0.015212 4
0.450  5442 0.015191 4
0.450  5353 0.015175 4
0.450  5268 0.015153 4
0.450  5184 0.015134 4
0.450  5105 0.015113 4
0.450  5030 0.015091 4
0.450  4964 0.015068 4
0.450  4903 0.015046 4
0.450  4841 0.015029 4
0.450  4785 0.015012 4
0.450  4737 0.014994 4
0.450  4695 0.014978 4
0.450  4661 0.014961 4
0.450  4620 0.014948 4
0.450  4576 0.014936 4
0.450  4531 0.014925 4
0.450  4491 0.014914 4
0.450  4458 0.014902 4
0.450  4422 0.014892 4
0.450  4380 0.014883 4
0.450  4350 0.014873 4
0.450  4325 0.014863 4
0.450  4292 0.014855 4
0.450  4250 0.014848 4
0.450  4209 0.014841 4
0.450  4174 0.014833 4
0.450  4126 0.014827 4
0.450  4075 0.014822 4
0.450  4023 0.014817 4
0.450  3978 0.014811 4
0.450  3934 0.014806 4
0.450  3893 0.014800 4
0.450  3861 0.014794 4
0.450  3811 0.014790 4
0.450  3765 0.014786 4
0.450  3733 0.014781 4
0.450  3681 0.014777 4
0.450  3644 0.014772 4
0.450  3606 0.014768 4
0.450  3560 0.014765 4
0.450  3513 0.014761 4
0.450  3474 0.014757 4
0.450  3434 0.014754 4
0.450  3400 0.014750 4
0.450  3367 0.014746 4
0.450  3334 0.014743 4
0.450  3308 0.014740 4
0.450  3283 0.014736 4
0.450  3254 0.014734 4
0.450  3227 0.014731 4
0.450  3202 0.014728 4
0.450  3183 0.014725 4
0.450  3160 0.014723 4
0.450  3140 0.014720 4
0.450  3117 0.014717 4
0.450  3101 0.014715 4
0.450  3084 0.014712 4
0.450  3062 0.014710 4
0.450  3042 0.014708 4
0.450  3018 0.014705 4
0.450  2991 0.014703 4
0.450  2960 0.014701 4
0.450  2929 0.014699 4
0.450  2899 0.014697 4
0.450  2870 0.014695 4
0.450  2840 0.014693 4
0.450  2808 0.014691 4
0.450  2777 0.014689 4
0.450  2748 0.014688 4
0.450  2721 0.014686 4
0.450  2687 0.014685 4
0.500 36617 0.020652 4
0.500 35971 0.020431 4
0.500 35330 0.020220 4
0.500 34692 0.020019 4
0.500 34059 0.019826 4
0.500 33434 0.019642 4
0.500 32816 0.019466 4
0.500 32210 0.019297 4
0.500 31610 0.019136 4
0.500 31020 0.018982 4
0.500 30443 0.018835 4
0.500 29878 0.018693 4
0.500 29325 0.018556 4
0.500 28784 0.018426 4
0.500 28258 0.018301 4
0.500 27747 0.018181 4
0.500 27248 0.018065 4
0.500 26758 0.017953 4
0.500 26277 0.017846 4
0.500 25806 0.017742 4
0.500 25345 0.017643 4
0.500 24897 0.017547 4
0.500 24463 0.017454 4
0.500 24042 0.017365 4
0.500 23631 0.017280 4
0.500 23234 0.017198 4
0.500 22847 0.017118 4
0.500 22469 0.017042 4
0.500 22106 0.016969 4
0.500 21752 0.016899 4
0.500 21407 0.016832 4
0.500 21068 0.016767 4
0.500 20735 0.016704 4
0.500 20407 0.016642 4
0.500 20085 0.016583 4
0.500 19768 0.016524 4
0.500 19453 0.016468 4
0.500 19144 0.016412 4
0.500 18842 0.016358 4
0.500 18543 0.016305 4
0.500 18249 0.016253 4
0.500 17962 0.016202 4
0.500 17678 0.016153 4
0.500 17396 0.016104 4
0.500 17116 0.016057 4
0.500 16838 0.016010 4
0.500 16563 0.015965 4
0.500 16289 0.015920 4
0.500 16020 0.015877 4
0.500 15754 0.015834 4
0.500 15491 0.015793 4
0.500 15233 0.015752 4
0.500 14979 0.015713 4
0.500 14728 0.015674 4
0.500 14480 0.015637 4
0.500 14235 0.015601 4
0.500 13993 0.015567 4
0.500 13755 0.015533 4
0.500 13518 0.015500 4
0.500 13289 0.015467 4
0.500 13065 0.015435 4
0.500 12845 0.015403 4
0.500 12630 0.015372 4
0.500 12417 0.015341 4
0.500 12208 0.015311 4
0.500 12002 0.015282 4
0.500 11800 0.015254 4
0.500 11602 0.015226 4
0.500 11406 0.015199 4
0.500 11214 0.015173 4
0.500 11025 0.015147 4
0.500 10839 0.015122 4
0.500 10658 0.015094 4
0.500 10479 0.015067 4
0.500 10311 0.015040 4
0.500 10151 0.015016 4
0.500  9980 0.014989 4
0.500  9811 0.014964 4
0.500  9644 0.014940 4
0.500  9481 0.014914 4
0.500  9319 0.014891 4
0.500  9159 0.014867 4
0.500  9001 0.014845 4
0.500  8846 0.014822 4
0.500  8692 0.014801 4
0.500  8540 0.014781 4
0.500  8391 0.014760 4
0.500  8243 0.014740 4
0.500  8098 0.014720 4
0.500  7955 0.014701 4
0.500  7814 0.014682 4
0.500  7674 0.014662 4
0.500  7538 0.014643 4
0.500  7403 0.014626 4
0.500  7271 0.014608 4
0.500  7141 0.014591 4
0.500  7014 0.014574 4
0.500  6889 0.014557 4
0.500  6767 0.014540 4
0.500  6648 0.014524 4
0.500  6532 0.014507 4
0.500  6419 0.014492 4
0.500  6308 0.014475 4
0.500  6201 0.014459 4
0.500  6096 0.014441 4
0.500  5994 0.014424 4
0.500  5894 0.014407 4
0.500  5797 0.014391 4
0.500  5701 0.014376 4
0.500  5609 0.014358 4
0.500  5518 0.014343 4
0.500  5430 0.014326 4
0.500  5344 0.014309 4
0.500  5257 0.014298 4
0.500  5176 0.014281 4
0.500  5100 0.014264 4
0.500  5027 0.014247 4
0.500  4963 0.014229 4
0.500  4904 0.014213 4
0.500  4841 0.014201 4
0.500  4790 0.014186 4
0.500  4745 0.014173 4
0.500  4709 0.014159 4
0.500  4666 0.014148 4
0.500  4624 0.014138 4
0.500  4575 0.014129 4
0.500  4534 0.014120 4
0.500  4498 0.014111 4
0.500  4463 0.014102 4
0.500  4426 0.014094 4
0.500  4390 0.014086 4
0.500  4359 0.014079 4
0.500  4333 0.014071 4
0.500  4295 0.014065 4
0.500  4254 0.014059 4
0.500  4212 0.014054 4
0.500  4172 0.014048 4
0.500  4124 0.014044 4
0.500  4081 0.014039 4
0.500  4031 0.014035 4
0.500  3990 0.014030 4
0.500  3953 0.014025 4
0.500  3916 0.014021 4
0.500  3881 0.014017 4
0.500  3830 0.014013 4
0.500  3780 0.014010 4
0.500  3736 0.014006 4
0.500  3689 0.014003 4
0.500  3647 0.014000 4
0.500  3595 0.013997 4
0.500  3547 0.013994 4
0.500  3506 0.013991 4
0.500  3472 0.013988 4
0.500  3435 0.013985 4
0.500  3402 0.013982 4
0.500  3377 0.013979 4
0.500  3351 0.013977 4
0.500  3326 0.013974 4
0.500  3303 0.013972 4
0.500  3279 0.013970 4
0.500  3253 0.013967 4
0.500  3229 0.013965 4
0.500  3205 0.013963 4
0.500  3187 0.013961 4
0.500  3168 0.013959 4
0.500  3147 0.013957 4
0.500  3125 0.013955 4
0.500  3105 0.013953 4
0.500  3086 0.013951 4
0.500  3055 0.013949 4
0.500  3027 0.013947 4
0.500  3001 0.013945 4
0.500  2970 0.013943 4
0.500  2937 0.013942 4
0.500  2905 0.013940 4
0.500  2876 0.013938 4
0.500  2848 0.013937 4
0.500  2817 0.013935 4
0.500  2784 0.013934 4
0.500  2755 0.013933 4
0.150  9972 0.047697 10
