Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
8000.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8000.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8000.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8200.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8200.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8200.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8200.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8200.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8400.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8400.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8400.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8400.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8400.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8600.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8600.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8600.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8600.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8600.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8800.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8800.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8800.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8800.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
8800.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9000.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9000.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9000.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9000.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9000.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9200.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9200.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9200.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9200.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9200.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9400.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9400.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9400.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9400.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9400.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9600.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9600.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9600.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9600.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9600.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9800.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9800.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9800.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9800.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
9800.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10000.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10000.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10000.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10000.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10000.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10200.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10200.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10200.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10200.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10200.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10400.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10400.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10400.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10400.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10400.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
